"","ID","Angry","Depressed","Anxiety","Sad","Relaxed","Happy"
"1",2,NA,NA,NA,NA,NA,NA
"2",3,0.0901983745757588,0.0341516587834763,0.0515743151073004,0.0634552778583421,0.173773058388758,0.0564686520708242
"3",4,0.0998670122741739,0.138733882291868,0.127684446769564,0.143092050452509,0.133016581292367,0.145224487923354
"4",6,0.131685692418009,0.118360019883005,0.0497850312901174,0.152606873403833,0.14890889883303,0.170739816245113
"5",8,0.0112467670491586,0.00258731187971518,0.00545875448582631,0.042631566250767,0.134871240800651,0.0825349174679344
"6",9,0.192219354962189,0.114352657712466,0.108864587961419,0.24017241732259,0.137547925829392,0.157798842527631
"7",10,0.0811336831033931,0.171475028267046,0.0177788925077123,0.0819416105628683,0.143057564169664,0.147897659330625
"8",12,0.126259672779669,0.11535109215774,0.161139524633878,0.115434580308027,0.148496789143776,0.201087396137202
"9",13,NA,NA,NA,NA,NA,NA
"10",17,0.0431528603071875,0.132537786546963,0.0343170383641815,0.10005160200161,0.168767082039383,0.102461881772441
"11",20,0.227342223307314,0.223933451011541,0.110453240675543,0.205270579162596,0.137100995610886,0.227960303721163
"12",23,0.202984663474885,0.141065749149843,0.130512472984539,0.138400332500696,0.147281603565502,0.10335042079655
"13",26,0.181020767724914,0.0570811147438296,0.049980337339846,0.120165712413849,0.265484411011864,0.213843756682694
"14",28,0.0477490711492493,0.0712401346452517,0.03990473677514,0.10784782970314,0.0539390127364653,0.0966022953878332
"15",31,0.0717617292152437,0.072821413202343,0.0565880306159466,0.172925254297557,0.176841672376621,0.251846928614791
"16",34,0.148798183708933,0.196821826822513,0.0804277377844127,0.153638715308313,0.262178380851707,0.231923889903356
"17",38,0.073664562456267,0.0774967025272532,0.0795965955061188,0.10760558847246,0.189228544298886,0.163455308648025
"18",39,0.172362147763587,0.0305155451691689,0.229847004553251,0.0901661780744356,0.152744120569078,0.121267778112751
"19",41,0.10798375784133,0.0931715518033061,0.0842432494967057,0.169632610229968,0.168956721057619,0.163007977315481
"20",43,0.103424216132664,0.159465343901126,0.202324037170773,0.100363547692505,0.183735672247925,0.136344108050631
"21",46,0.191588512849246,0.0386319802503629,0.0372580847613111,0.0458524359757141,0.242361160826569,0.173370396320282
"22",47,0.194615419363085,0.110798463010602,0.113527517960503,0.191358367610074,0.117296008841189,0.205270934451863
"23",48,0.0836038440478404,0.0106509424352779,0.0452841307456092,0.106883051318184,0.221315702943535,0.0827934611795239
"24",52,0.066292092076213,0.0623711941436584,0.0481298464525709,0.0509784663585635,0.120329436669829,0.0553453634548133
"25",57,0.119541041361934,0.0918787409729043,0.080842593226139,0.0794951513572487,0.173284999379883,0.106605796909205
"26",74,0.0462437366162596,0.0283438667797897,0.0320573480790185,0.0173848096580403,0.249490491164905,0.171861199453344
"27",82,0.027587812785151,0.0236511012003539,0.0176471880904908,0.0161343754064292,0.191176371070522,0.0952363240938583
"28",84,0.0305412485157105,0.00973098063895129,0.0151192710587873,0.0171499000292016,0.120378728493478,0.0665151371056314
"29",90,0.027913576501611,0.0290558499742382,0.0562499898928094,0.0711403746478376,0.169265361497631,0.160580825457806
"30",94,0.171241085486191,0.024518771078204,0.0962356578071285,0.0797127161012494,0.230155599946135,0.309468956919974
"31",105,0.122809688710068,0.0497964092210942,0.0549027407115501,0.0752538733574241,0.107240683396501,0.183603190306915
"32",107,0.0271664643089108,0.138758404216046,0.159259079148144,0.203625621483081,0.158631682794872,0.123506076905604
"33",124,0.106190502690171,0.074995695481481,0.104506507353581,0.194962361920066,0.160928937758333,0.183526248693474
"34",125,0.223865989915887,0.13171895564441,0.0911456194927303,0.109752993869655,0.1442104094793,0.193436140303625
"35",128,0.0362373347128623,0.0504209492464886,0.0652313989788992,0.0485485009795717,0.104346396695423,0.15910105170475
"36",154,0.0391898355133345,0.0387660142720012,0.0213373979709273,0.101337822414505,0.10907906876991,0.073058332426567
"37",162,0.139442366246885,0.130554621809449,0.0706901561189693,0.130181135671176,0.0748223273523223,0.149142981918625
"38",172,0.131509121657958,0.0862981624956995,0.1177925152664,0.0811814023293182,0.234156437350389,0.148198262072385
"39",173,0.227583524006826,0.13165084168742,0.0691167499717851,0.191279750761633,0.188207913783049,0.105670065036033
