"","ID","nstate"
"1",10720,5
"2",10722,5
"3",10724,5
"4",10725,2
"5",10726,3
"6",10727,5
"7",10728,5
"8",10729,2
"9",10732,NA
"10",10734,4
"11",10735,3
"12",10736,5
"13",10737,5
"14",10738,2
"15",10739,NA
"16",10740,3
"17",10741,2
"18",10742,3
"19",10744,2
"20",10746,2
"21",10747,NA
"22",10748,2
"23",10750,2
"24",10751,NA
"25",10753,4
"26",10754,3
"27",10755,2
"28",10756,2
"29",10757,2
"30",10758,2
"31",10759,3
"32",10760,5
"33",10761,5
"34",10762,2
"35",10763,2
"36",10764,NA
"37",10765,NA
"38",10766,5
"39",10768,3
"40",10769,3
"41",10770,2
"42",10771,3
"43",10772,5
"44",10773,5
"45",10774,3
"46",10775,NA
"47",10776,5
"48",10777,NA
"49",10778,2
"50",10779,3
"51",10780,4
"52",10781,4
"53",10782,3
"54",10783,5
"55",10784,2
"56",10785,5
"57",10786,5
"58",10787,5
"59",10790,5
"60",10791,5
"61",10792,3
"62",10793,5
"63",10794,5
"64",10795,5
"65",10796,5
"66",10797,4
"67",10799,NA
"68",10800,3
"69",10801,5
"70",10802,2
"71",10803,5
"72",10804,NA
"73",10805,3
"74",10807,5
"75",10808,5
"76",10809,5
"77",10810,4
"78",10811,5
"79",10812,NA
"80",10813,3
"81",10814,NA
"82",10815,3
"83",10816,5
"84",10817,5
"85",10818,3
"86",10819,NA
"87",10820,5
"88",10821,5
"89",10822,2
"90",10823,NA
"91",10824,3
"92",10826,4
"93",10827,5
"94",10828,5
"95",10829,NA
"96",10830,5
"97",10831,5
"98",10832,5
"99",10833,NA
"100",10834,2
"101",10835,NA
"102",10836,5
"103",10837,3
"104",10838,5
"105",10839,4
"106",10840,5
"107",10841,NA
"108",10842,4
"109",10843,3
"110",10844,3
"111",10845,NA
"112",10846,NA
"113",10847,3
"114",10848,4
"115",10849,5
"116",10850,2
"117",10851,3
"118",10852,3
"119",10853,2
"120",10854,2
"121",10855,5
"122",10856,3
"123",10857,NA
"124",10858,5
"125",10859,4
"126",10860,NA
"127",10861,2
"128",10862,5
"129",10863,NA
