"","ID","nstate"
"1",1,5
"2",3,5
"3",4,5
"4",6,4
"5",7,2
"6",8,5
"7",9,3
"8",10,5
"9",12,5
"10",13,5
"11",14,5
"12",19,5
"13",21,5
"14",23,4
"15",25,5
"16",33,5
"17",37,5
"18",40,3
"19",48,4
"20",68,5
"21",72,5
"22",74,5
"23",75,5
"24",100,5
"25",111,4
"26",113,NA
"27",115,4
"28",117,4
"29",127,4
"30",137,4
"31",139,5
"32",145,5
"33",160,4
"34",163,5
"35",169,5
"36",202,5
"37",203,5
"38",204,4
"39",215,5
"40",217,3
