"","ID","nstate"
"1",150034,4
"2",150035,3
"3",150036,NA
"4",150038,NA
"5",150039,4
"6",150040,3
"7",150041,NA
"8",150042,4
"9",150043,NA
"10",150045,3
"11",150046,4
"12",150047,3
"13",150048,NA
"14",150051,5
"15",150057,NA
"16",150058,4
"17",150060,3
"18",150066,2
"19",150067,NA
"20",150070,4
"21",150071,NA
"22",150072,NA
"23",150074,NA
"24",150075,NA
"25",150076,NA
"26",150077,NA
"27",150079,NA
"28",150080,NA
"29",150081,NA
"30",150082,NA
"31",150083,4
"32",150086,5
"33",150087,5
"34",150088,NA
"35",150090,NA
"36",150091,NA
"37",150092,NA
"38",150093,3
"39",150094,4
"40",150095,3
"41",150096,NA
"42",150098,NA
"43",150101,5
"44",150102,3
"45",150103,3
"46",150105,4
"47",150106,NA
"48",150107,NA
"49",150108,NA
"50",150109,NA
"51",150110,NA
"52",150112,4
"53",150113,2
"54",150114,NA
